character_id,voice_actor,scenario,aggression_bucket,clip_type,file_name,folder_path,dialogue_text,recording_note
lakshmi_amma,,CustomerGreeting,,full,customer_greeting.wav,Assets/_Project/Audio/NPCVoices/Level1/lakshmi_amma/full/,"Namaskara, merchant. I need some {spiceName} for the house today.",Full line. Preserve character identity and conversational delivery.
lakshmi_amma,,RepeatCustomerGreeting,,full,repeat_customer_greeting.wav,Assets/_Project/Audio/NPCVoices/Level1/lakshmi_amma/full/,"Ayyo, we meet again. Come, let us settle this like market people.",Full line. Preserve character identity and conversational delivery.
lakshmi_amma,,AskWhatBuyerWants,,full,ask_what_buyer_wants.wav,Assets/_Project/Audio/NPCVoices/Level1/lakshmi_amma/full/,I need {quantityLabel} of {spiceName} for cooking and festival dishes.,Full line. Preserve character identity and conversational delivery.
lakshmi_amma,,AskBuyerBudget,,prefix,ask_buyer_budget.wav,Assets/_Project/Audio/NPCVoices/Level1/lakshmi_amma/prefix/,"For my household money, I can offer",Prefix clip. Stop before spoken price/number.
lakshmi_amma,,AskQuantity,,full,ask_quantity.wav,Assets/_Project/Audio/NPCVoices/Level1/lakshmi_amma/full/,I need {quantityLabel} of {spiceName} for my kitchen jars.,Full line. Preserve character identity and conversational delivery.
lakshmi_amma,,SellerPriceTooHigh,,full,seller_price_too_high.wav,Assets/_Project/Audio/NPCVoices/Level1/lakshmi_amma/full/,"Ayyo, that price is too high for me.",Full line. Preserve character identity and conversational delivery.
lakshmi_amma,,SellerPriceTooHigh,low,full,seller_price_too_high_low.wav,Assets/_Project/Audio/NPCVoices/Level1/lakshmi_amma/full/,"The price is a little high, child. Reduce it a bit.",Full aggression variant: low. Preserve the character tone.
lakshmi_amma,,SellerPriceTooHigh,medium,full,seller_price_too_high_medium.wav,Assets/_Project/Audio/NPCVoices/Level1/lakshmi_amma/full/,That price is too high. Give me a better market rate.,Full aggression variant: medium. Preserve the character tone.
lakshmi_amma,,SellerPriceTooHigh,high,full,seller_price_too_high_high.wav,Assets/_Project/Audio/NPCVoices/Level1/lakshmi_amma/full/,"No, no. That is too much. I run a house, not a treasury.",Full aggression variant: high. Preserve the character tone.
lakshmi_amma,,SellerPriceSlightlyHigh,,prefix,seller_price_slightly_high.wav,Assets/_Project/Audio/NPCVoices/Level1/lakshmi_amma/prefix/,"Hmm, a little costly. Make it",Prefix clip. Stop before spoken price/number.
lakshmi_amma,,SellerPriceAccepted,,full,seller_price_accepted.wav,Assets/_Project/Audio/NPCVoices/Level1/lakshmi_amma/full/,That is fair. I will take it for the house.,Full line. Preserve character identity and conversational delivery.
