character_id,voice_actor,scenario,aggression_bucket,clip_type,file_name,folder_path,dialogue_text,recording_note
chinnamma_naik,,CustomerGreeting,,full,customer_greeting.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/full/,"Namaskara, merchant. I came for {quantityLabel} of {spiceName}. Let us talk straight.",Full line. Preserve character identity and conversational delivery.
chinnamma_naik,,RepeatCustomerGreeting,,full,repeat_customer_greeting.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/full/,We meet again. Good. Then no wasting time on market tricks.,Full line. Preserve character identity and conversational delivery.
chinnamma_naik,,AskWhatBuyerWants,,full,ask_what_buyer_wants.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/full/,I want {quantityLabel} of {spiceName} for trade.,Full line. Preserve character identity and conversational delivery.
chinnamma_naik,,AskBuyerBudget,,prefix,ask_buyer_budget.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/prefix/,I can offer,Prefix clip. Stop before spoken price/number.
chinnamma_naik,,AskQuantity,,full,ask_quantity.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/full/,I need {quantityLabel} of {spiceName} for trade accounts.,Full line. Preserve character identity and conversational delivery.
chinnamma_naik,,SellerPriceTooHigh,,full,seller_price_too_high.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/full/,That price is too high.,Full line. Preserve character identity and conversational delivery.
chinnamma_naik,,SellerPriceTooHigh,low,full,seller_price_too_high_low.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/full/,That price is a little high. Reduce it and let us finish.,Full aggression variant: low. Preserve the character tone.
chinnamma_naik,,SellerPriceTooHigh,medium,full,seller_price_too_high_medium.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/full/,That price is too high. I know the market better than that.,Full aggression variant: medium. Preserve the character tone.
chinnamma_naik,,SellerPriceTooHigh,high,full,seller_price_too_high_high.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/full/,"No, that is too much. Do not try to fool me on spice rates.",Full aggression variant: high. Preserve the character tone.
chinnamma_naik,,SellerPriceSlightlyHigh,,prefix,seller_price_slightly_high.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/prefix/,A little high. Make it,Prefix clip. Stop before spoken price/number.
chinnamma_naik,,SellerPriceAccepted,,full,seller_price_accepted.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/full/,That is fair. We can close the account.,Full line. Preserve character identity and conversational delivery.
chinnamma_naik,,SellerPriceBelowExpected,,full,seller_price_below_expected.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/full/,Hmm. That price is better than I expected.,Full line. Preserve character identity and conversational delivery.
chinnamma_naik,,BuyerCounterFirst,,prefix,initial_offer_01.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/prefix/,I can offer,Prefix clip. Stop before spoken price/number.
chinnamma_naik,,BuyerCounterMiddle,,prefix,counter_offer_01.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/prefix/,I can increase my offer to,Prefix clip. Stop before spoken price/number.
chinnamma_naik,,BuyerCounterMiddle,low,prefix,counter_offer_01_low.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/prefix/,"I can increase a little, to",Prefix clip for low aggression variant. Stop before spoken price/number.
chinnamma_naik,,BuyerCounterMiddle,medium,prefix,counter_offer_01_medium.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/prefix/,I can increase my offer to,Prefix clip for medium aggression variant. Stop before spoken price/number.
chinnamma_naik,,BuyerCounterMiddle,high,prefix,counter_offer_01_high.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/prefix/,I can increase to,Prefix clip for high aggression variant. Stop before spoken price/number.
chinnamma_naik,,BuyerCounterFinal,,prefix,final_counter_offer_01.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/prefix/,My final offer is,Prefix clip. Stop before spoken price/number.
chinnamma_naik,,BuyerCounterFinal,low,prefix,final_counter_offer_01_low.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/prefix/,My final offer is,Prefix clip for low aggression variant. Stop before spoken price/number.
chinnamma_naik,,BuyerCounterFinal,medium,prefix,final_counter_offer_01_medium.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/prefix/,My final offer is,Prefix clip for medium aggression variant. Stop before spoken price/number.
chinnamma_naik,,BuyerCounterFinal,high,prefix,final_counter_offer_01_high.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/prefix/,My final offer is,Prefix clip for high aggression variant. Stop before spoken price/number.
chinnamma_naik,,BuyerHoldsFirm,,prefix,hold_firm_01.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/prefix/,I must stay at,Prefix clip. Stop before spoken price/number.
chinnamma_naik,,BuyerHoldsFirm,low,prefix,hold_firm_01_low.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/prefix/,I must stay at,Prefix clip for low aggression variant. Stop before spoken price/number.
chinnamma_naik,,BuyerHoldsFirm,medium,prefix,hold_firm_01_medium.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/prefix/,I must stay at,Prefix clip for medium aggression variant. Stop before spoken price/number.
chinnamma_naik,,BuyerHoldsFirm,high,prefix,hold_firm_01_high.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/prefix/,I must stay at,Prefix clip for high aggression variant. Stop before spoken price/number.
chinnamma_naik,,PlayerAcceptedDeal,,prefix,accept_price_01.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/prefix/,Good. We settle at,Prefix clip. Stop before spoken price/number.
chinnamma_naik,,PlayerRejectedBuyerOffer,,full,player_rejected_buyer_offer.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/full/,Then there is no deal. I do not chase unsteady bargains.,Full line. Preserve character identity and conversational delivery.
chinnamma_naik,,HistoryQuestion,,full,history_question.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/full/,"Hampi's markets are old and wise. Still, let us finish this trade first.",Full line. Preserve character identity and conversational delivery.
chinnamma_naik,,SocialGreeting,,full,social_greeting.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/full/,Good. Now let us come to the rate without extra sweetness.,Full line. Preserve character identity and conversational delivery.
chinnamma_naik,,OffTopic,,full,off_topic.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/full/,"Stay with the trade, merchant. I did not come for loose talk.",Full line. Preserve character identity and conversational delivery.
chinnamma_naik,,UnclearSpeech,,full,unclear_speech.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/full/,Speak clearly. I do not bargain with half-heard words. {ruleReply},Full line. Preserve character identity and conversational delivery.
chinnamma_naik,,TransactionSuccess,,full,transaction_success.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/full/,Good trade. That is how proper business is done in this bazaar.,Full line. Preserve character identity and conversational delivery.
chinnamma_naik,,TransactionFailure,,full,transaction_failure.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/full/,Then I will take my business to a sharper stall.,Full line. Preserve character identity and conversational delivery.
chinnamma_naik,,TransactionFailure,low,full,transaction_failure_low.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/full/,Then I will leave it for now. Another stall may speak more wisely.,Full aggression variant: low. Preserve the character tone.
chinnamma_naik,,TransactionFailure,medium,full,transaction_failure_medium.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/full/,Then I will go. We are not agreeing on a true market price today.,Full aggression variant: medium. Preserve the character tone.
chinnamma_naik,,TransactionFailure,high,full,transaction_failure_high.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/full/,No deal. I have no time left for crooked pricing.,Full aggression variant: high. Preserve the character tone.
chinnamma_naik,,TimePressure,,full,time_pressure.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/full/,Do not delay. Market time and money both are moving.,Full line. Preserve character identity and conversational delivery.
chinnamma_naik,,TimePressure,low,full,time_pressure_low.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/full/,"Decide soon, merchant. I still have accounts waiting.",Full aggression variant: low. Preserve the character tone.
chinnamma_naik,,TimePressure,medium,full,time_pressure_medium.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/full/,Decide now. The market is moving and I will move with it.,Full aggression variant: medium. Preserve the character tone.
chinnamma_naik,,TimePressure,high,full,time_pressure_high.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/full/,Enough delay. Answer now or I will close this bargain myself.,Full aggression variant: high. Preserve the character tone.
chinnamma_naik,,Unknown,,full,unknown.wav,Assets/_Project/Audio/NPCVoices/Level1/chinnamma_naik/full/,Say it plainly. {ruleReply},Full line. Preserve character identity and conversational delivery.
